53.81568	67.07001	 8.66647	46.48014	21.39200	
73.22972	44.39722	11.23100	58.64141	82.25461	
90.25700	83.17127	 2.21499	99.67886	74.53790	
30.55090	 0.91452	91.06697	74.88274	85.78200	
32.65390	 7.76620	71.43070	75.16410	11.54100	
90.66500	57.22439	79.38689	65.10300	72.52233	
 8.19821	10.17502	 9.59096	58.76945	51.23110	
 8.55932	89.34337	42.89863	65.34286	99.73257	
40.43333	87.71831	42.33895	93.94329	99.51200	
19.72600	86.82335	26.93940	92.57597	55.91967	
90.00020	91.42900	31.67000	88.36700	31.92068	
88.61387	 5.55825	27.07510	83.79126	84.51815	
98.13200	94.23390	63.50780	13.14053	67.97147	
64.21700	 6.63404	65.07569	46.63356	25.48448	
25.23499	91.41536	48.46196	20.10972	85.53000	
86.91169	71.07034	52.95644	19.64000	15.30942	
 4.94888	24.39800	59.09040	43.74402	83.58157	
74.66208	35.46493	45.60006	54.29120	40.62000	
97.52415	94.95500	71.29070	34.95993	93.83282	
 4.64469	87.84090	45.36940	51.57228	56.25481	
 5.31291	57.55800	40.50500	37.65295	57.90799	
18.02614	 2.38045	56.88459	96.57014	76.50739	
11.01774	14.58321	39.81930	41.71525	12.95294	
34.34720	97.19615	60.40466	72.52919	92.39700	
77.70261	64.35674	20.68383	48.03400	17.53800	
43.49688	99.62000	41.42164	33.92868	83.21731	
51.72550	92.50992	17.62083	36.90037	12.91230	
64.38219	70.99721	70.81610	35.41000	94.66955	
40.51819	61.66500	54.55200	 4.37031	30.24566	
98.91960	67.96612	16.32428	10.70283	28.17111	
36.39500	65.81200	12.34960	33.64440	 8.54066	
92.31139	 1.82763	54.50800	 3.03594	40.87661	
85.63900	66.42900	87.45913	75.09370	97.08200	
80.92568	49.52685	14.22360	24.63640	20.77215	
 5.14161	 0.07460	99.08800	41.47748	 7.76833	
86.13770	97.71916	33.07879	80.87111	49.87956	
76.86320	24.70015	24.89590	32.89151	99.79579	
39.30857	10.44730	89.97500	21.43757	91.63897	
23.28910	37.62381	72.42260	99.24528	55.81478	
79.16300	97.66163	 4.36385	 8.61500	88.96942	
25.38155	28.48520	28.53384	52.58042	83.38226	
78.24270	84.79285	51.87128	40.47700	76.42436	
46.86848	77.06442	81.27650	80.86180	59.44819	
66.29200	89.50850	67.47930	47.37299	37.14217	
25.09900	77.25335	58.28068	23.97000	41.85739	
39.04200	59.05375	78.25532	80.08033	24.95045	
71.93449	36.03092	14.50529	78.93572	49.43757	
66.20800	68.76617	25.73510	47.53649	94.47667	
55.39253	80.31442	24.99458	81.12020	84.21007	
94.88818	50.31575	 9.64316	33.13031	54.25885	
16.30700	64.01904	70.42206	77.06881	83.97702	
34.98652	75.79761	76.49390	40.40609	59.77508	
61.97252	77.84800	44.01790	70.19023	28.24100	
37.72933	88.52060	85.88931	72.90271	30.50615	
71.70279	 0.73469	73.70050	76.75000	41.77278	
13.86293	31.00264	72.62633	21.77169	67.07471	
94.32650	65.18388	38.79979	57.58000	36.47336	
81.79942	49.72929	85.57000	55.41823	31.36000	
23.17705	65.17250	66.87690	97.18566	90.55296	
36.10738	50.58480	88.98600	34.58154	68.73318	
30.11800	86.97005	37.31800	25.46070	68.60571	
64.89607	 5.92267	89.00754	91.84853	36.38681	
38.57800	34.28700	21.34522	15.50302	59.28294	
79.39999	 6.62150	39.97933	89.29713	67.62800	
34.96700	59.98477	31.32268	13.08861	78.42002	
30.04387	70.52430	 7.93320	38.87481	44.13827	
 7.57130	28.72459	60.09676	 1.41168	34.74650	
49.55500	27.86770	40.85700	15.59169	79.91885	
72.15580	69.13300	29.09859	10.53882	98.16000	
 0.03335	17.23744	81.35890	38.41836	36.60050	
78.18100	80.97846	80.83380	33.30100	16.97900	
45.28926	58.03910	51.55203	70.66600	40.43920	
85.17788	91.24631	58.77648	17.65937	94.39448	
 9.52836	73.15125	18.76811	77.15640	85.64778	
13.25510	97.32901	 9.69730	29.71785	66.02214	
75.34915	 7.71488	44.50476	53.94500	21.69700	
65.04400	21.79314	46.39350	41.79302	45.55002	
65.24500	10.36600	96.20012	32.43404	10.22299	
46.01274	39.03866	70.45937	72.65984	58.39825	
66.62863	41.73025	95.48400	11.29131	85.39603	
17.22375	50.98133	91.70749	67.04062	83.47263	
61.11614	17.09385	79.87104	78.73300	32.66900	
70.09100	35.11000	13.32660	36.05206	 0.06056	
11.37300	79.90981	37.21628	58.77152	96.92576	
41.47364	84.67070	 6.46052	66.01772	93.35629	
 0.32187	62.25565	98.79711	89.89285	46.29200	
89.02083	17.09559	55.21400	96.37421	47.76441	
61.18331	51.70446	61.34820	87.47725	80.72430	
17.86364	51.07686	39.35771	85.04898	20.53800	
17.85731	53.22610	96.75100	95.65669	61.32419	
97.69827	87.67777	30.23630	24.21902	35.72240	
50.77330	98.42220	 6.88953	35.51176	71.22992	
80.71760	 6.89050	38.76790	76.76288	68.81218	
32.88700	67.66963	94.32270	48.13975	21.92800	
34.08700	34.95831	44.06793	58.34196	73.42974	
93.65580	60.05110	62.31266	 0.20373	 0.59207	
68.46283	97.64200	83.32245	37.44900	49.93210	
80.93921	84.89370	35.40560	84.74300	80.46000	
61.01566	91.70802	47.63967	50.13327	76.45013	
23.91654	54.52180	84.77800	 3.92020	54.16870	
