   053.8156795,     000067.07001,   08.66647,    00046.480139,000021.392
    073.2297152, 44.397216,000011.231,    58.64140788,    82.25461
00090.257,   083.17126931,      02.21499,    99.678859, 000074.5379
  00030.5509,     0.9145232,   91.0669652,074.8827384,0000085.782
  0000032.6539,    007.7661991,     71.4306993,      0075.1641,  00000011.541
     000090.665,   000057.22439,     79.38688596,    00000065.103,72.52232726
   0008.1982118,     10.17501857,    09.590956,58.7694457,0051.2311
      000008.55932,  0089.3433701, 000042.89863,     0065.342855,    099.73256788
40.43333465,    087.718309,   42.3389543,     0093.943291,     00099.512
   000019.726,  00086.823347,  0000026.9394,092.5759691,      55.91967
    90.00019596,    0091.429,   0000031.67,  00088.367,    0031.9206774
      88.61387329,    0005.55825, 027.0751, 83.79126,  84.51814795
 0000098.132, 0094.2339,000063.5078,     013.140526,   00067.97147
  0064.217,     00006.634043,      00065.07569,     0046.633556,    0025.484482
 25.23498726, 000091.41536,   0048.46196,      20.1097197,  00000085.53
     086.91168857,    071.0703406,0052.956437,     000000019.64, 015.30941663
 00004.94888,     0000024.398,     0059.0904,    43.74401837,  000083.58157
      074.6620787,    035.46492827, 45.600061,    054.2912,    0000040.62
     097.5241511,     000094.955,    00071.2907,  00034.95993, 93.83282
     4.644689007,   00087.8409,      000045.3694,    51.5722761,      56.25480557
000005.31291, 000057.558, 000040.505,  0037.6529458,0057.907993
      18.026145,     002.38044992,     0056.88459,      096.5701382,76.50738553
 011.01773772,   14.58321,      000039.8193,   41.715248,12.95294
    0034.3472, 97.196146, 60.40466,     072.52919021,  00092.397
      77.70261435, 0064.3567422,      20.6838285,   000048.034,0017.538
043.49688418,00000099.62,  0041.421637,    0033.928684,     83.21730872
 0051.7255,    092.509925,   17.6208319,  36.9003718,     0012.9123
 64.38218881,70.9972097,   070.8161047,      35.41000355, 94.66955408
     40.5181937,    0000061.665,      00000054.552,    4.3703086,30.24566407
 000098.9196,    00067.96612,   16.3242788, 00010.70283,    00028.171109
    000036.395,   00000065.812,0000012.3496,      0000033.6444,      08.540664569
092.3113923,     00001.82763,    00000054.508,3.03594148, 040.8766141
00085.639,000066.429,     87.45912983, 075.0937,  0097.082
00080.92568,      49.526847,      14.22360031, 024.636397,020.772146
   5.141606888,   00.0745967,      00000099.088,  41.47748236,   7.76832863
     0000086.1377,    97.71916115,  0033.078791, 0080.871111,  49.8795569
  00076.8632,   24.700149,     24.8958966, 032.891513, 99.795787
    00039.30857,     000010.4473,   000089.975,      021.4375667,      91.6389692
 023.2891,     37.62380631,  72.4226018,   99.24528263,  55.814784
     00079.163,97.66163,    4.363848,      0000008.615,     088.96942032
00025.38155,     0000028.4852,      0028.5338413, 0052.580416,      83.3822551
   0000078.2427, 0084.792854,     51.87128,    00000040.477, 000076.42436
    046.86848,77.0644188,    00081.276499,      080.8618,   59.44819092
  000066.292,     0000089.5085,    000067.4793,47.372994, 0037.1421731
   0000025.099,      00077.25335, 58.28067532,      000000023.97,  0041.857391
 00039.042,  59.0537527,      000078.25532, 80.0803345, 024.95045
      71.93448984,      36.03091867,   014.50529238,0078.935718,00049.43757
  0000066.208,      68.766167,  0000025.7351,      47.53648593,     094.476666
55.3925291,   80.3144177,     0024.9945838,     00081.1202, 0084.210068
94.888178,50.31575478,  9.6431648,  33.130307,54.2588529
     0016.3070035,   64.0190352,     0070.4220619,77.06881,     0083.977016
 34.9865177,     00075.79761,     76.493904,      40.40609033,     059.7750787
     000061.97252,  00077.848,  0000044.0179,      070.19023,   000028.241
      37.72932502,088.5206,    000085.88931,  72.90271,    030.506147
     0071.7027898,   0000.734691,  0000073.7005,0000076.75, 00041.77278
     013.8629298,      31.0026372,   00072.626328,  21.771693, 67.07470775
   0000094.3265,    00065.183878,   38.79979499,   00000057.58,   000036.47336
 81.79942231,      0049.7292865,  000000085.57,     55.4182347, 0000031.36
      0023.1770467,    00065.1725,  0000066.8769, 097.18566,      090.55296
      036.1073818,      0000050.5848,  000088.986,   34.58154251,      68.73318
   00000030.118,    86.97004945,      0037.318, 25.4606951,  68.6057063
    64.89607388,   05.9226678,     0089.00754,  0091.848535,  36.386815
    00038.578,    00034.287,    000021.34522,  15.503022,  059.282942
  0079.399992,      000006.6215,    39.979328,  0089.297127,      00067.628
    00000034.967,      059.984774,     31.32267644,      013.08861, 78.42001975
 030.043869,0000070.5243,      000007.9332,    38.87480632,0044.13827
7.57129641,  28.7245852,060.09676203,   01.411679,000034.7465
0000049.555,  00027.8677, 0040.857,  015.591691,   79.9188532
    072.1558,      000069.133,  0029.098595,  010.538819,  00000098.16
0.033346147, 017.237436, 081.358901,      38.4183556,      00036.6005
     0078.181,  080.978459,  0000080.8338, 00033.301,  000016.979
    45.289258,   058.0391,     51.55203259, 000070.666,     0000040.4392
   085.177876, 91.246309,  58.7764807,017.65937,   094.39447708
      009.528364,  73.151251,   00018.76811,    00077.1564,      85.64778418
   00013.2551,   0097.32901,000009.6973,     029.7178478,0066.0221353
      075.349148,    007.7148801,      44.5047644,0053.945,      00000021.697
 00000065.044,021.793141, 0000046.3935,  41.793024,   0045.55002
   00065.245,  0000010.366,    00096.20012,      032.4340351,  0010.22299
   0046.01274, 39.03866494,70.459373,72.65984462,     58.39824525
   000066.62863,  41.7302456,00095.484, 0011.29131, 00085.396029
    17.2237519, 50.981326,     091.70749,  000067.04062,    000083.47263
61.1161397,   017.093848,    79.8710402, 000078.733,  00032.669
     70.09099802,00000035.11,  000013.3266,   036.0520618,  00.06056304
   11.373005,     079.90981,  37.216276,    58.7715154,  96.9257594
     41.47364074,   084.6707,  06.460524,      00066.017717,     93.356289
   00.3218695,   00062.255648,      98.7971055,     89.89284787,0046.292
   89.020827,   000017.09559,      0000055.214,      0096.3742107,  47.764406
61.183306,     51.70446161,     061.3482,  00087.477253,     080.7243
      17.8636371,     51.0768628,   00039.357709,    085.0489768,   0020.538
   00017.857312,      00053.226097,    00096.751,     95.65669473,    061.3241852
   97.6982681,   00087.677772,    000030.2363,      24.2190243,     000035.7224
  0050.7733,      098.4222,      006.88953,  0035.51176, 71.22991989
 080.7176,  6.890500947,  038.7679,      76.762876,  000068.81218
      000032.887,      0067.6696332,  094.3227, 0048.13975,00021.928
      0034.087,  34.95830857,      44.0679343,    0058.34196, 73.4297409
93.6558031,   00060.0511,     062.3126625,    0.203726,    0000.5920718
 68.462829,     000097.642,     83.32244555,   0037.449,0000049.9321
  0080.939206,     00084.8937,     35.40560299,    00000084.743,00000080.46
   61.0156602, 00091.70802,  047.6396692,     50.133272,    76.4501282
   0023.9165354,0054.5218,    000084.778,    00003.9202,    054.1687
